playerID,yearID,stint,TeamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
orfna01,2020,1,OAK,AL,16,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
osunajo01,2020,1,PIT,NL,70,211,16,43,8,0,11,30,0,3,11,43,0,0,0,0,3
owingch01,2020,1,COL,NL,46,111,24,30,3,0,5,14,3,0,8,30,0,0,0,0,0
ozunama01,2020,1,ATL,NL,162,616,103,208,38,0,49,151,0,0,103,162,8,0,0,3,8
pachecr01,2020,1,ATL,NL,5,11,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0
paganem01,2020,1,SDP,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panikjo01,2020,1,TOR,AL,111,324,49,73,16,0,3,19,0,0,54,73,0,3,0,0,11
paredis01,2020,1,DET,AL,92,270,19,59,11,0,3,16,0,0,22,65,0,0,0,0,3
parkebl01,2020,1,PHI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paytoma01,2020,1,CIN,NL,22,49,0,8,3,0,0,0,3,0,5,14,0,0,0,0,3
pederjo01,2020,1,LAD,NL,116,327,57,62,11,0,19,43,3,0,30,92,0,14,0,0,14
pencehu01,2020,1,SFG,NL,46,140,11,14,0,3,5,16,0,0,8,41,0,3,0,0,8
peralda01,2020,1,ARI,NL,146,548,51,165,27,3,14,92,3,0,35,122,0,0,0,5,11
perazjo01,2020,1,BOS,AL,92,300,35,68,22,3,3,22,3,3,14,49,0,8,0,3,8
perezhe01,2020,1,CHC,NL,8,16,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0
perezmi03,2020,1,TBR,AL,103,227,19,38,8,0,3,35,0,0,19,73,0,3,0,3,8
perezro02,2020,1,CLE,AL,86,262,16,43,5,0,3,14,0,0,30,103,0,5,0,0,5
perezsa02,2020,1,KCR,AL,100,405,59,135,32,0,30,86,3,0,8,97,0,5,0,3,0
peterja01,2020,1,MIL,NL,70,122,16,24,3,0,5,14,3,0,41,54,0,0,0,3,0
phamth01,2020,1,SDP,NL,84,294,35,62,5,0,8,32,16,0,41,73,0,3,0,0,5
phegljo01,2020,1,CHC,NL,30,43,11,3,0,0,3,5,0,0,3,8,0,3,0,0,0
phelpda01,2020,1,TOT,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phillbr02,2020,1,TOT,AL,95,138,27,27,0,5,5,14,16,3,22,41,0,0,0,0,0
pillake01,2020,1,TOT,MLB,146,562,92,162,32,8,16,70,14,5,35,111,3,5,0,0,11
pillake01,2020,1,COL,NL,65,246,38,76,14,3,5,35,11,3,14,49,3,3,0,0,0
pinama01,2020,1,MIL,NL,41,105,11,24,3,0,5,14,0,0,8,30,0,8,0,0,0
pindech01,2020,1,OAK,AL,65,151,22,35,8,0,5,22,0,0,14,35,0,0,0,0,8
piscost01,2020,1,OAK,AL,122,429,46,97,16,0,14,78,11,0,24,143,0,3,3,3,11
plaweke01,2020,1,BOS,AL,65,221,22,76,14,3,3,46,3,0,14,38,0,5,0,0,11
plutkad01,2020,1,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
polangr01,2020,1,PIT,NL,135,424,32,65,16,0,19,59,8,3,35,176,0,0,0,8,3
polanjo01,2020,1,MIN,AL,149,564,59,146,22,0,11,51,11,5,35,95,0,3,5,3,19
polloaj01,2020,1,LAD,NL,149,529,81,146,24,0,43,92,5,5,32,122,3,0,0,5,16
profaju01,2020,1,SDP,NL,151,486,76,135,16,0,19,68,19,3,41,76,0,11,3,5,3
puellce01,2020,1,BOS,AL,14,22,3,8,0,0,0,0,0,0,5,5,0,0,3,0,0
pujolal01,2020,1,LAA,AL,105,410,41,92,22,0,16,68,0,0,24,68,3,3,0,3,11
quinnro01,2020,1,PHI,NL,111,292,38,62,8,3,5,19,32,0,14,105,0,5,3,0,0
ramirha02,2020,1,MIA,NL,8,27,5,5,0,0,0,3,0,3,3,5,0,0,0,0,0
ramirjo01,2020,1,CLE,AL,157,591,122,173,43,3,46,124,27,8,84,116,0,8,0,3,5
ramoswi01,2020,1,NYM,NL,122,383,35,92,16,0,14,41,0,0,27,84,0,5,0,3,14
ravelra01,2020,1,STL,NL,35,95,14,16,3,0,3,16,0,0,11,16,0,0,0,5,0
realmjt01,2020,1,PHI,NL,127,467,89,124,16,0,30,86,11,3,43,130,0,16,0,0,8
reddijo01,2020,1,HOU,AL,151,508,59,124,30,3,11,62,3,0,54,113,0,0,0,3,14
refsnro01,2020,1,TEX,AL,41,81,11,16,3,0,0,3,0,0,5,30,0,3,0,3,0
rendoan01,2020,1,LAA,AL,140,510,78,146,30,3,24,84,0,0,103,84,5,14,0,0,27
renfrhu01,2020,1,TBR,AL,113,329,49,51,14,0,22,59,5,0,38,100,0,5,0,3,8
rengilu01,2020,1,LAA,AL,89,243,32,38,3,0,3,8,8,3,38,70,0,0,5,0,5
reyesfr01,2020,1,CLE,AL,159,570,73,157,27,0,24,92,0,0,65,186,0,3,0,14,16
reyesvi01,2020,1,DET,AL,154,545,81,151,19,5,11,38,22,5,24,122,0,5,0,0,11
reynobr01,2020,1,PIT,NL,149,500,65,95,16,5,19,51,3,3,57,154,0,3,0,0,5
reynoma03,2020,1,KCR,AL,8,30,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0
rickajo01,2020,1,SFG,NL,11,14,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0
riddljt01,2020,1,PIT,NL,62,181,22,27,5,0,3,3,3,0,5,35,0,0,0,0,0
rileyau01,2020,1,ATL,NL,138,508,65,122,19,3,22,73,0,0,43,132,3,3,0,3,14
riosed01,2020,1,LAD,NL,86,205,35,51,16,0,22,46,0,0,11,49,0,5,0,3,5
riverre01,2020,1,NYM,NL,5,11,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0
riverya01,2020,1,TEX,AL,11,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
rizzoan01,2020,1,CHC,NL,157,548,70,122,16,0,30,65,8,3,76,103,11,27,0,5,16
roberlu01,2020,1,CHW,AL,151,545,89,127,22,0,30,84,24,5,54,197,0,3,0,5,11
roberda10,2020,1,SFG,NL,35,57,11,19,0,0,0,5,0,0,8,16,0,0,0,0,0
roblevi01,2020,1,WSN,NL,140,454,54,100,14,3,8,41,11,3,24,143,0,24,3,5,0
rodgebr02,2020,1,COL,NL,19,57,3,5,3,0,0,5,0,0,0,16,0,0,0,0,0
rodrise01,2020,1,MIA,NL,11,35,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0
rojasjo01,2020,1,ARI,NL,46,165,24,30,0,0,0,5,3,3,19,43,0,0,0,5,3
rojasmi02,2020,1,MIA,NL,108,338,54,103,27,3,11,54,14,3,43,49,5,5,0,0,3
rominan01,2020,1,TEX,AL,5,11,3,3,3,0,0,0,0,0,0,3,0,0,0,0,0
rominau01,2020,1,DET,AL,100,351,32,84,14,0,5,46,0,0,11,127,0,0,0,3,8
rookebr01,2020,1,MIN,AL,19,51,11,16,5,0,3,14,0,0,0,14,0,5,0,0,0
rosaram01,2020,1,NYM,NL,124,386,54,97,8,3,11,41,0,3,11,92,0,0,0,0,14
rosared01,2020,1,MIN,AL,154,567,84,146,19,0,35,113,8,3,51,92,5,0,0,5,8
rosentr01,2020,1,TOT,MLB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rufda01,2020,1,SFG,NL,108,235,30,65,16,0,14,49,3,0,35,62,0,0,0,0,3
ruizjo01,2020,1,CHW,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruizke01,2020,1,LAD,NL,5,22,3,5,0,0,3,3,0,0,0,8,0,0,0,0,0
ruizri01,2020,1,BAL,AL,146,500,68,111,30,0,24,86,3,5,46,124,3,0,3,3,11
sanchal04,2020,1,NYM,NL,14,24,0,3,0,0,0,0,0,0,3,8,0,0,0,0,5
sanchga02,2020,1,NYY,AL,132,421,51,62,11,0,27,65,0,0,49,173,0,11,0,0,16
sanchje02,2020,1,MIA,NL,27,68,3,3,3,0,0,5,0,0,11,30,0,0,0,0,3
sanchca01,2020,1,CHW,AL,30,43,19,14,8,0,3,3,0,0,14,14,0,0,0,0,3
sandopa01,2020,1,TOT,NL,92,227,14,49,3,0,3,16,0,0,22,51,0,3,0,3,8
sandopa01,2020,1,SFG,NL,89,221,14,49,3,0,3,16,0,0,16,49,0,3,0,3,8
sandopa01,2020,1,ATL,NL,3,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0
sanomi01,2020,1,MIN,AL,143,502,84,103,32,0,35,68,0,0,49,243,3,3,0,0,8
santaca01,2020,1,CLE,AL,162,556,92,111,19,0,22,81,0,0,127,116,3,3,0,3,14
santada01,2020,1,TEX,AL,41,149,16,22,11,0,3,19,5,0,19,65,0,0,0,3,3
santado01,2020,1,CLE,AL,65,189,16,30,8,0,5,32,0,0,35,68,0,3,0,0,5
santaan02,2020,1,BAL,AL,100,413,65,108,35,3,30,86,0,3,27,68,8,5,0,0,5
schebsc01,2020,1,ATL,NL,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schoojo01,2020,1,DET,AL,119,437,70,122,11,5,22,62,0,0,22,105,0,11,0,5,22
schroma01,2020,1,STL,NL,30,46,3,8,0,0,3,3,0,0,0,16,0,0,0,0,0
schwaky01,2020,1,CHC,NL,159,516,81,97,16,0,30,65,3,0,81,178,3,8,0,0,8
seageco01,2020,1,LAD,NL,140,572,103,176,32,3,41,111,3,0,46,100,0,3,0,5,22
seageky01,2020,1,SEA,AL,162,548,95,132,32,0,24,108,14,0,86,89,8,19,0,16,11
segurje01,2020,1,PHI,NL,146,518,76,138,14,5,19,68,5,5,62,122,5,3,3,0,16
semiema01,2020,1,OAK,AL,143,570,76,127,24,3,19,62,11,0,68,135,0,0,0,0,8
senzeni01,2020,1,CIN,NL,62,189,22,35,16,0,5,22,5,3,16,41,0,0,0,3,5
severpe01,2020,1,BAL,AL,130,432,46,108,14,3,14,57,3,0,43,108,0,3,3,0,8
shawtr01,2020,1,TOR,AL,135,440,46,105,27,0,16,46,0,0,43,135,0,0,0,3,11
sierrma01,2020,1,MIA,NL,51,119,22,30,8,3,0,19,11,3,14,24,0,3,5,3,0
simmoan01,2020,1,LAA,AL,81,319,51,95,19,0,0,27,5,0,22,43,0,3,0,0,14
siscoch01,2020,1,BAL,AL,97,265,30,57,11,0,11,27,0,0,46,111,0,16,0,0,3
slateau01,2020,1,SFG,NL,84,230,49,65,5,3,14,19,22,3,43,59,0,5,3,0,5
smithdo02,2020,1,NYM,NL,135,478,73,151,57,3,27,113,0,0,38,122,0,14,0,8,5
smithdw02,2020,1,BAL,AL,57,170,24,38,8,0,5,16,3,0,19,51,3,3,0,3,3
smithke04,2020,1,TBR,AL,46,84,8,22,8,0,3,22,0,0,14,30,0,3,0,0,3
smithma05,2020,1,SEA,AL,38,122,5,16,5,0,0,8,5,0,5,35,0,0,0,0,3
smithpa04,2020,1,ARI,NL,32,100,19,27,0,3,3,11,3,0,14,22,0,0,0,5,0
smithwi05,2020,1,LAD,NL,100,308,62,89,24,0,22,68,0,0,54,59,3,5,0,3,5
smoakju01,2020,1,TOT,NL,97,321,38,57,19,0,14,41,0,0,27,113,0,5,0,3,11
sogarer01,2020,1,MIL,NL,116,311,27,65,14,0,3,27,0,0,30,54,0,3,0,3,3
solakni01,2020,1,TEX,AL,157,564,73,151,27,0,5,62,19,3,49,113,0,5,0,11,16
solando01,2020,1,SFG,NL,146,513,59,167,41,3,8,78,0,0,27,105,0,5,0,3,5
solerjo01,2020,1,KCR,AL,116,402,46,92,22,0,22,65,0,0,51,162,0,8,0,3,8
sotoel01,2020,1,LAA,AL,8,16,5,5,3,0,0,0,0,0,3,3,0,0,0,0,0
sotoju01,2020,1,WSN,NL,127,416,105,146,38,0,35,100,16,5,111,76,32,3,0,0,3
souzast01,2020,1,CHC,NL,30,73,8,11,5,0,3,14,3,0,11,41,0,0,0,0,0
springe01,2020,1,HOU,AL,138,510,100,135,16,5,38,86,3,5,65,103,0,14,0,5,8
stallja01,2020,1,PIT,NL,113,338,35,84,19,0,8,49,0,0,41,108,0,0,5,3,5
stantmi03,2020,1,NYY,AL,62,205,32,51,19,0,11,30,3,3,41,73,3,5,0,0,11
starlbu01,2020,1,KCR,AL,95,159,14,27,3,0,3,14,0,0,11,73,0,0,0,3,0
stassma01,2020,1,LAA,AL,84,243,32,68,5,0,19,54,0,0,30,57,0,3,0,8,14
stephty01,2020,1,CIN,NL,22,46,11,14,0,0,5,16,0,0,5,24,0,3,0,0,0
stevean01,2020,1,WSN,NL,41,111,30,41,19,3,5,32,5,0,14,30,0,3,0,0,0
stewach02,2020,1,DET,AL,97,243,16,41,8,0,8,24,0,0,14,81,0,5,0,3,5
stewadj01,2020,1,BAL,AL,84,238,35,46,5,0,19,41,0,0,54,103,0,5,5,0,0
storytr01,2020,1,COL,NL,159,635,111,184,35,11,30,76,41,8,65,170,3,0,0,0,14
strahma01,2020,1,SDP,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gordode01,2020,1,SEA,AL,89,203,32,41,3,0,0,8,8,5,14,35,0,5,0,0,3
strawmy01,2020,1,HOU,AL,89,221,22,46,11,0,0,22,16,5,11,59,0,0,0,0,0
stubbga01,2020,1,HOU,AL,38,22,3,3,0,0,0,3,0,3,0,0,0,0,3,3,0
suareeu01,2020,1,CIN,NL,154,535,78,108,22,0,41,103,5,0,81,181,3,5,0,3,14
susacan01,2020,1,PIT,NL,3,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
suzukku01,2020,1,WSN,NL,89,300,41,81,22,0,5,46,3,0,30,51,0,11,0,8,11
swansda01,2020,1,ATL,NL,162,640,132,176,41,0,27,95,14,0,59,192,0,11,0,3,0
tapiara01,2020,1,COL,NL,138,497,70,159,22,5,3,46,22,5,38,103,0,5,3,8,8
tatisfe02,2020,1,SDP,NL,159,605,135,167,30,5,46,122,30,8,73,165,3,14,0,3,16
tauchmi01,2020,1,NYY,AL,116,257,49,62,16,0,0,38,16,0,38,70,8,3,0,3,8
taverle01,2020,1,TEX,AL,89,321,54,73,16,3,11,16,22,0,38,116,0,0,3,0,0
taylobe11,2020,1,CLE,AL,19,57,3,3,0,0,0,5,0,0,5,24,0,0,3,0,0
tayloch03,2020,1,LAD,NL,151,500,81,135,27,5,22,86,8,5,70,149,0,5,3,0,8
taylomi02,2020,1,WSN,NL,103,248,30,49,16,0,14,43,0,0,16,73,0,3,0,0,5
tayloty01,2020,1,MIL,NL,59,103,16,24,11,0,5,16,0,0,5,22,0,3,0,0,3
tejedan01,2020,1,TEX,AL,62,203,19,51,11,3,8,22,11,3,5,81,0,0,0,0,5
tellero01,2020,1,TOR,AL,95,305,54,86,14,0,22,62,0,3,30,54,3,3,0,5,3
thaisma01,2020,1,LAA,AL,22,57,8,8,0,0,3,3,0,0,11,22,0,0,0,0,3
thameer01,2020,1,WSN,NL,111,332,27,68,14,0,8,32,3,0,38,113,3,8,0,0,5
thomala02,2020,1,STL,NL,49,97,14,11,5,0,3,5,0,0,11,35,0,0,0,0,3
toroab01,2020,1,HOU,AL,89,235,35,35,5,0,8,24,3,3,8,62,0,19,0,0,3
torrelu01,2020,1,TOT,MLB,68,189,14,49,14,0,3,16,0,0,19,41,0,0,3,0,3
torregl01,2020,1,NYY,AL,113,367,46,89,22,0,8,43,3,0,59,76,0,5,0,0,14
torrero01,2020,1,PHI,NL,11,19,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3
trevijo01,2020,1,TEX,AL,65,205,27,51,22,0,5,24,0,0,8,41,0,3,3,5,3
trompch01,2020,1,SFG,NL,65,165,30,35,3,0,11,27,0,0,3,54,0,0,0,5,8
troutmi01,2020,1,LAA,AL,143,537,111,151,24,5,46,124,3,3,95,151,11,8,0,11,3
tsutsyo01,2020,1,TBR,AL,138,424,73,84,14,3,22,65,0,0,70,135,3,3,0,3,14
tuckeco01,2020,1,PIT,NL,100,294,46,65,8,0,3,22,3,0,14,84,0,0,3,3,8
tuckeky01,2020,1,HOU,AL,157,564,89,151,32,16,24,113,22,3,49,124,5,0,0,3,5
turneju01,2020,1,LAD,NL,113,405,70,124,24,3,11,62,3,0,49,70,0,16,0,3,5
turnetr01,2020,1,WSN,NL,159,629,124,211,41,11,32,111,32,11,59,97,0,5,0,5,14
uptonju01,2020,1,LAA,AL,113,397,54,81,14,0,24,59,0,5,30,116,0,19,0,3,16
uriaslu01,2020,1,MIL,NL,111,294,30,70,11,3,0,30,5,5,27,86,0,3,0,0,11
uriasra01,2020,1,BAL,AL,27,68,8,24,5,0,3,8,0,0,5,16,0,0,0,0,3
urshegi01,2020,1,NYY,AL,116,408,65,122,30,0,16,81,3,0,49,68,0,3,0,11,16
valaipa01,2020,1,BAL,AL,140,381,65,105,11,0,22,43,0,5,22,92,0,0,3,0,8
valdece01,2020,1,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vanmejo01,2020,1,TOT,NL,70,189,24,24,8,0,5,16,3,0,19,65,0,5,0,0,0
vargail01,2020,1,TOT,MLB,65,138,16,27,3,3,3,8,0,0,5,27,0,0,0,3,5
vargail01,2020,1,TOT,NL,38,78,8,14,0,0,3,3,0,0,3,22,0,0,0,0,3
varshda01,2020,1,ARI,NL,100,273,43,51,14,5,8,24,8,3,32,89,0,5,0,0,3
vazquch01,2020,1,BOS,AL,127,467,59,132,24,0,19,62,11,8,43,116,0,0,0,0,16
velazan01,2020,1,BAL,AL,108,170,30,27,3,3,0,8,11,5,27,62,0,0,11,0,5
verdual01,2020,1,BOS,AL,143,543,97,167,43,0,16,41,11,0,46,122,3,5,0,3,11
villajo01,2020,1,TOT,MLB,140,500,35,116,14,0,5,41,43,14,51,146,3,0,3,5,5
vilorme01,2020,1,KCR,AL,41,57,3,11,3,0,0,0,0,0,5,24,0,3,0,0,0
vogelda01,2020,1,TOT,MLB,105,311,43,65,8,0,16,43,0,0,54,89,3,3,0,0,8
vogelda01,2020,1,TOT,AL,54,154,8,14,3,0,5,11,0,0,32,41,3,0,0,0,3
vogtst01,2020,1,ARI,NL,70,194,16,32,14,0,3,19,0,0,22,49,0,0,0,3,3
voitlu01,2020,1,NYY,AL,151,575,111,159,14,0,59,140,0,0,46,146,0,8,0,3,11
vottojo01,2020,1,CIN,NL,146,502,86,113,22,0,30,59,0,0,100,116,3,0,0,0,14
wadela01,2020,1,MIN,AL,43,105,8,24,8,0,0,3,3,3,11,24,0,3,0,0,0
wadety01,2020,1,NYY,AL,140,238,51,41,8,0,8,27,11,3,32,59,0,8,3,3,3
waldema01,2020,1,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walkech02,2020,1,ARI,NL,154,589,95,159,49,3,19,92,3,3,51,135,0,8,0,8,16
walkene01,2020,1,PHI,NL,49,105,14,24,8,0,0,8,0,0,3,35,0,0,0,3,0
wallach01,2020,1,MIA,NL,41,119,11,27,8,0,3,16,0,0,8,32,0,0,3,0,3
walshja01,2020,1,LAA,AL,86,267,51,78,11,5,24,70,0,0,14,41,0,3,0,8,0
waltodo01,2020,1,SEA,AL,14,35,0,5,3,0,0,8,0,3,3,14,0,0,0,0,3
wardta01,2020,1,LAA,AL,92,254,43,70,16,5,0,14,5,0,22,76,0,0,0,0,3
wendljo01,2020,1,TBR,AL,135,454,65,130,24,5,11,46,22,5,27,95,3,14,0,3,3
whiteel04,2020,1,TEX,AL,51,130,14,24,5,0,0,8,3,3,8,43,0,0,0,3,0
whiteev01,2020,1,SEA,AL,146,491,51,86,19,0,22,70,3,5,49,227,0,3,0,3,8
whiteaa01,2020,1,MIN,AL,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wickro01,2020,1,CHC,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wietema01,2020,1,STL,NL,51,95,8,19,3,0,0,11,0,0,8,27,0,5,3,0,3
williju02,2020,1,STL,NL,8,14,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0
willima10,2020,1,BAL,AL,27,49,0,5,0,3,0,0,0,3,0,24,0,0,0,0,0
willita01,2020,1,TOT,MLB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
winkeje01,2020,1,CIN,NL,146,402,73,103,19,0,32,62,3,0,76,124,0,14,0,3,8
winklda01,2020,1,CHC,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wisdopa01,2020,1,CHC,NL,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wolteto01,2020,1,COL,NL,113,270,27,62,11,0,0,22,0,0,16,81,0,3,5,0,3
wongko01,2020,1,STL,NL,143,489,70,130,11,5,3,43,14,5,54,81,3,11,5,3,3
woodfja01,2020,1,STL,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yastrmi01,2020,1,SFG,NL,146,518,105,154,38,11,27,95,5,3,81,149,5,8,0,0,5
yelicch01,2020,1,MIL,NL,157,540,105,111,19,3,32,59,11,5,124,205,5,3,0,0,11
youngan02,2020,1,ARI,NL,32,70,8,14,5,0,3,11,0,0,14,27,0,8,0,0,0
zimmebr01,2020,1,CLE,AL,54,100,8,16,0,0,3,8,5,3,19,38,0,14,0,3,5
zuninmi01,2020,1,TBR,AL,76,203,22,30,11,0,11,27,0,0,16,100,0,8,0,0,0
